orderid,orderdate,customer,product,units,billingaddress,remarks
1082,1/18/2019,178,950,99,Hyderabad,Dont ever dream of buying this item
1083,9/4/2019,289,501,75,Mysore,Dont ever dream of buying this item
1084,4/5/2019,523,309,73,Mumbai,Dont ever dream of buying this item
1085,2/6/2019,695,179,29,New Delhi,Strongly Recommend to Everyone to Buy this Product
1086,1/9/2019,910,696,48,Hyderabad,Pathetic Items Received
1087,9/29/2018,786,800,47,Bangalore,Awful Items
1088,8/2/2019,993,401,85,Mumbai,Awful Items
1089,11/8/2018,540,261,13,New Delhi,Pathetic Items Received
1090,3/31/2019,420,164,79,Trivandrum,Awful Items
1091,9/22/2018,866,842,13,Kolkata,Pathetic Items Received
1092,2/6/2019,651,837,89,Trivandrum,Wonderful Product
1093,9/26/2018,322,669,28,Mumbai,Dont ever dream of buying this item
1094,1/7/2019,77,237,24,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1095,6/3/2019,371,863,67,Kolkata,Awful Items
1096,9/15/2018,30,438,86,Bangalore,Strongly Recommend to Everyone to Buy this Product
1097,9/8/2019,149,349,62,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1098,4/18/2019,863,252,75,Trivandrum,Pathetic Items Received
1099,8/23/2019,610,334,58,Kolkata,Appreciated
1100,5/7/2019,945,717,77,Mumbai,Wonderful Product
1101,8/19/2019,219,725,63,Chennai,Dont ever dream of buying this item
1102,3/19/2019,631,7,57,Mumbai,Dont ever dream of buying this item
1103,8/31/2019,911,875,31,Bangalore,Dont ever dream of buying this item
1104,10/6/2018,67,501,81,Mysore,Awful Items
1105,12/21/2018,15,758,82,Mumbai,Dont ever dream of buying this item
1106,11/21/2018,759,795,48,New Delhi,Strongly Recommend to Everyone to Buy this Product
1107,12/13/2018,642,638,81,Mumbai,Awful Items
1108,1/11/2019,535,412,39,New Delhi,Strongly Recommend to Everyone to Buy this Product
1109,4/7/2019,365,928,27,Mumbai,Awful Items
1110,7/7/2019,310,378,77,Mysore,Pathetic Items Received
1111,3/3/2019,599,482,68,Mysore,Dont ever dream of buying this item
1112,1/19/2019,702,203,37,Hyderabad,Awful Items
1113,9/10/2018,158,174,93,New Delhi,Wonderful Product
1114,4/5/2019,220,282,58,Trivandrum,Appreciated
1115,2/2/2019,311,642,37,Kolkata,Pathetic Items Received
1116,6/16/2019,449,567,22,New Delhi,Wonderful Product
1117,12/4/2018,58,407,64,Mumbai,Dont ever dream of buying this item
1118,3/31/2019,646,480,89,Trivandrum,Appreciated
1119,4/9/2019,802,70,51,Mumbai,Dont ever dream of buying this item
1120,8/8/2019,35,131,51,Chennai,Strongly Recommend to Everyone to Buy this Product
1121,2/23/2019,163,741,98,Trivandrum,Awful Items
1122,10/24/2018,653,213,27,Kolkata,Wonderful Product
1123,2/17/2019,356,23,42,Mysore,Strongly Recommend to Everyone to Buy this Product
1124,1/24/2019,30,520,39,Hyderabad,Wonderful Product
1125,8/31/2019,743,781,26,Trivandrum,Awful Items
1126,7/16/2019,931,395,39,Trivandrum,Appreciated
1127,10/18/2018,931,568,75,Mumbai,Dont ever dream of buying this item
1128,4/17/2019,751,251,15,Trivandrum,Wonderful Product
1129,12/26/2018,595,232,99,New Delhi,Wonderful Product
1130,9/24/2018,548,556,42,Mysore,Pathetic Items Received
1131,4/11/2019,219,456,12,Kolkata,Awful Items
1132,4/16/2019,798,603,76,Hyderabad,Dont ever dream of buying this item
1133,3/25/2019,173,606,77,Hyderabad,Awful Items
1134,2/26/2019,638,554,14,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1135,6/13/2019,733,360,99,Chennai,Strongly Recommend to Everyone to Buy this Product
1136,6/5/2019,20,580,63,New Delhi,Appreciated
1137,8/25/2019,743,492,78,Mysore,Strongly Recommend to Everyone to Buy this Product
1138,7/8/2019,244,880,67,Mysore,Dont ever dream of buying this item
1139,1/9/2019,387,581,87,Kolkata,Awful Items
1140,6/4/2019,889,35,69,Mysore,Appreciated
1141,11/18/2018,782,219,31,Trivandrum,Pathetic Items Received
1142,9/5/2019,454,194,82,Mumbai,Awful Items
1143,7/10/2019,635,773,10,Mysore,Dont ever dream of buying this item
1144,10/21/2018,21,220,90,Chennai,Pathetic Items Received
1145,12/19/2018,195,379,66,Trivandrum,Pathetic Items Received
1146,8/26/2019,559,59,15,New Delhi,Appreciated
1147,8/18/2019,961,819,56,Mysore,Dont ever dream of buying this item
1148,3/6/2019,58,298,60,Mumbai,Strongly Recommend to Everyone to Buy this Product
1149,3/30/2019,258,519,47,Bangalore,Dont ever dream of buying this item
1150,1/27/2019,576,397,40,New Delhi,Strongly Recommend to Everyone to Buy this Product
1151,7/29/2019,1,542,32,Mysore,Strongly Recommend to Everyone to Buy this Product
1152,12/30/2018,888,697,44,Hyderabad,Dont ever dream of buying this item
1153,4/5/2019,961,147,51,Mumbai,Pathetic Items Received
1154,7/25/2019,386,397,51,Mysore,Dont ever dream of buying this item
1155,1/24/2019,167,408,48,Mysore,Awful Items
1156,12/9/2018,820,987,83,New Delhi,Awful Items
1157,1/20/2019,607,398,13,New Delhi,Pathetic Items Received
1158,7/31/2019,149,928,68,Trivandrum,Awful Items
1159,2/16/2019,768,702,80,Chennai,Dont ever dream of buying this item
1160,7/15/2019,713,490,96,Chennai,Awful Items
1161,9/28/2018,43,268,50,New Delhi,Awful Items
1162,3/25/2019,330,295,71,Mumbai,Dont ever dream of buying this item
1163,3/12/2019,155,682,67,Mysore,Appreciated
1164,7/14/2019,714,597,61,Hyderabad,Awful Items
1165,4/5/2019,766,824,48,Mysore,Awful Items
1166,2/27/2019,267,243,19,Chennai,Appreciated
1167,5/31/2019,894,735,92,New Delhi,Strongly Recommend to Everyone to Buy this Product
1168,1/3/2019,776,630,39,New Delhi,Pathetic Items Received
1169,3/28/2019,330,627,29,Mumbai,Awful Items
1170,2/15/2019,953,328,79,Hyderabad,Awful Items
1171,6/7/2019,64,334,41,New Delhi,Strongly Recommend to Everyone to Buy this Product
1172,7/10/2019,78,882,93,Mumbai,Pathetic Items Received
1173,3/8/2019,622,748,76,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1174,5/18/2019,243,200,53,Chennai,Dont ever dream of buying this item
1175,5/4/2019,920,222,32,Bangalore,Dont ever dream of buying this item
1176,4/16/2019,553,834,11,Trivandrum,Wonderful Product
1177,3/13/2019,609,646,73,Mumbai,Awful Items
1178,12/8/2018,50,800,83,Chennai,Pathetic Items Received
1179,12/11/2018,880,916,12,Chennai,Appreciated
1180,8/3/2019,755,734,91,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1181,7/1/2019,814,662,60,Mysore,Wonderful Product
1182,7/27/2019,273,273,41,Trivandrum,Appreciated
1183,5/22/2019,529,919,93,Hyderabad,Awful Items
1184,3/15/2019,861,679,13,New Delhi,Dont ever dream of buying this item
1185,9/24/2018,51,469,78,Bangalore,Dont ever dream of buying this item
1186,1/6/2019,1000,305,39,Chennai,Pathetic Items Received
1187,10/11/2018,740,652,37,Chennai,Dont ever dream of buying this item
1188,12/10/2018,276,435,83,Hyderabad,Wonderful Product
1189,1/29/2019,871,423,49,Bangalore,Strongly Recommend to Everyone to Buy this Product
1190,9/22/2018,935,510,92,Kolkata,Awful Items
1191,8/25/2019,82,286,74,Trivandrum,Appreciated
1192,1/22/2019,790,790,99,Mumbai,Dont ever dream of buying this item
1193,5/16/2019,225,420,33,Mysore,Appreciated
1194,6/16/2019,425,245,35,Hyderabad,Awful Items
1195,2/12/2019,121,443,79,Bangalore,Awful Items
1196,12/18/2018,360,657,29,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1197,6/6/2019,484,745,35,New Delhi,Appreciated
1198,12/19/2018,814,715,72,Bangalore,Appreciated
1199,5/8/2019,26,647,20,Trivandrum,Wonderful Product
1200,5/30/2019,423,332,74,Bangalore,Appreciated
1201,9/30/2018,947,16,53,Mumbai,Pathetic Items Received
1202,8/26/2019,171,86,18,Mysore,Strongly Recommend to Everyone to Buy this Product
1203,4/29/2019,164,423,36,Mumbai,Strongly Recommend to Everyone to Buy this Product
1204,12/11/2018,999,777,86,New Delhi,Strongly Recommend to Everyone to Buy this Product
1205,5/17/2019,767,167,74,Bangalore,Pathetic Items Received
1206,3/20/2019,80,158,15,Mysore,Appreciated
1207,11/11/2018,1000,847,56,Bangalore,Dont ever dream of buying this item
1208,2/10/2019,182,164,58,New Delhi,Appreciated
1209,12/13/2018,338,503,23,Trivandrum,Wonderful Product
1210,1/8/2019,250,387,42,New Delhi,Appreciated
1211,12/16/2018,270,874,71,Mysore,Awful Items
1212,10/19/2018,186,429,66,New Delhi,Strongly Recommend to Everyone to Buy this Product
1213,7/19/2019,916,765,94,Chennai,Dont ever dream of buying this item
1214,10/10/2018,581,319,49,Bangalore,Pathetic Items Received
1215,4/8/2019,94,201,16,Hyderabad,Dont ever dream of buying this item
1216,8/18/2019,234,76,74,Kolkata,Strongly Recommend to Everyone to Buy this Product
1217,9/18/2018,878,551,60,Trivandrum,Wonderful Product
1218,2/21/2019,155,511,73,Trivandrum,Wonderful Product
1219,7/24/2019,725,145,75,Trivandrum,Pathetic Items Received
1220,11/27/2018,17,205,39,Bangalore,Strongly Recommend to Everyone to Buy this Product
1221,9/2/2019,249,536,13,Chennai,Dont ever dream of buying this item
1222,12/9/2018,183,937,71,Bangalore,Wonderful Product
1223,5/27/2019,889,585,86,New Delhi,Pathetic Items Received
1224,7/1/2019,248,834,18,Kolkata,Appreciated
1225,11/22/2018,518,679,49,Trivandrum,Wonderful Product
1226,11/19/2018,403,965,98,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1227,12/27/2018,159,696,17,Mysore,Pathetic Items Received
1228,5/30/2019,656,508,40,Trivandrum,Appreciated
1229,4/22/2019,507,228,90,New Delhi,Pathetic Items Received
1230,6/14/2019,91,639,46,Mysore,Dont ever dream of buying this item
1231,10/8/2018,63,714,68,New Delhi,Appreciated
1232,1/2/2019,259,967,58,Mysore,Awful Items
1233,4/17/2019,963,18,25,Mysore,Wonderful Product
1234,10/23/2018,897,618,90,Mumbai,Pathetic Items Received
1235,8/15/2019,899,944,100,Chennai,Wonderful Product
1236,5/4/2019,712,709,63,New Delhi,Awful Items
1237,2/7/2019,402,120,54,Kolkata,Wonderful Product
1238,9/6/2019,48,493,84,Trivandrum,Appreciated
1239,11/5/2018,408,458,52,Kolkata,Appreciated
1240,2/12/2019,977,418,44,New Delhi,Dont ever dream of buying this item
1241,4/20/2019,435,917,38,Trivandrum,Awful Items
1242,8/1/2019,338,490,43,Bangalore,Awful Items
1243,2/10/2019,39,363,54,New Delhi,Awful Items
1244,11/14/2018,496,237,72,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1245,12/24/2018,295,427,23,New Delhi,Appreciated
1246,7/4/2019,755,882,45,Bangalore,Dont ever dream of buying this item
1247,4/14/2019,703,898,91,Bangalore,Pathetic Items Received
1248,10/4/2018,384,331,18,Trivandrum,Dont ever dream of buying this item
1249,2/23/2019,322,23,47,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1250,1/1/2019,2,551,46,Mumbai,Appreciated
1251,3/3/2019,578,248,98,Bangalore,Strongly Recommend to Everyone to Buy this Product
1252,3/22/2019,764,472,68,Bangalore,Appreciated
1253,2/20/2019,533,732,77,Chennai,Awful Items
1254,3/24/2019,290,731,15,New Delhi,Wonderful Product
1255,6/18/2019,464,365,29,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1256,1/25/2019,85,682,70,Trivandrum,Appreciated
1257,6/16/2019,356,998,79,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1258,1/23/2019,857,199,47,Kolkata,Strongly Recommend to Everyone to Buy this Product
1259,4/5/2019,790,323,97,Bangalore,Awful Items
1260,10/19/2018,541,596,55,Bangalore,Awful Items
1261,3/3/2019,807,471,18,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1262,1/31/2019,639,290,81,Chennai,Strongly Recommend to Everyone to Buy this Product
1263,8/21/2019,611,515,15,Chennai,Pathetic Items Received
1264,11/10/2018,824,507,64,Chennai,Awful Items
1265,4/8/2019,912,685,73,Mysore,Wonderful Product
1266,4/23/2019,518,821,35,Mysore,Awful Items
1267,11/27/2018,84,215,78,New Delhi,Appreciated
1268,1/2/2019,947,190,11,Mumbai,Awful Items
1269,7/10/2019,639,750,14,Mysore,Wonderful Product
1270,8/11/2019,822,766,51,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1271,5/15/2019,591,927,48,Chennai,Wonderful Product
1272,4/8/2019,330,757,87,Bangalore,Appreciated
1273,12/30/2018,125,652,69,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1274,7/18/2019,516,510,41,Bangalore,Awful Items
1275,4/7/2019,63,763,30,Kolkata,Appreciated
1276,4/4/2019,226,511,69,Chennai,Awful Items
1277,6/17/2019,4,279,96,Hyderabad,Wonderful Product
1278,12/19/2018,1000,780,69,Chennai,Dont ever dream of buying this item
1279,8/28/2019,926,439,32,New Delhi,Strongly Recommend to Everyone to Buy this Product
1280,11/19/2018,492,403,80,Trivandrum,Appreciated
1281,3/27/2019,826,926,87,Mumbai,Pathetic Items Received
1282,3/24/2019,537,890,50,Trivandrum,Wonderful Product
1283,7/5/2019,311,13,100,Mumbai,Strongly Recommend to Everyone to Buy this Product
1284,12/19/2018,805,674,79,Kolkata,Appreciated
1285,7/11/2019,762,553,37,Hyderabad,Awful Items
1286,5/6/2019,788,260,14,Trivandrum,Awful Items
1287,7/4/2019,855,712,37,Trivandrum,Dont ever dream of buying this item
1288,1/15/2019,419,421,73,Hyderabad,Appreciated
1289,1/6/2019,717,758,73,Mysore,Dont ever dream of buying this item
1290,4/2/2019,584,945,82,Chennai,Dont ever dream of buying this item
1291,8/4/2019,551,938,17,Mumbai,Dont ever dream of buying this item
1292,11/16/2018,666,979,44,Hyderabad,Awful Items
1293,2/9/2019,840,357,36,Mysore,Awful Items
1294,6/26/2019,922,549,56,Mysore,Wonderful Product
1295,9/28/2018,106,824,51,Kolkata,Dont ever dream of buying this item
1296,9/5/2019,424,807,79,Chennai,Dont ever dream of buying this item
1297,7/14/2019,218,992,85,Mumbai,Appreciated
1298,4/6/2019,639,895,29,Hyderabad,Wonderful Product
1299,10/14/2018,267,580,37,Mysore,Strongly Recommend to Everyone to Buy this Product
1300,12/25/2018,121,932,37,Kolkata,Awful Items
1301,8/2/2019,65,285,24,Chennai,Awful Items
1302,8/24/2019,452,792,77,Trivandrum,Dont ever dream of buying this item
1303,2/3/2019,763,831,78,Bangalore,Dont ever dream of buying this item
1304,2/5/2019,708,786,77,Bangalore,Dont ever dream of buying this item
1305,4/1/2019,711,604,73,Bangalore,Awful Items
1306,1/21/2019,992,662,82,Trivandrum,Awful Items
1307,6/14/2019,671,971,71,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1308,6/17/2019,766,759,91,New Delhi,Appreciated
1309,4/22/2019,77,251,32,Chennai,Pathetic Items Received
1310,10/24/2018,363,139,60,Chennai,Pathetic Items Received
1311,11/18/2018,822,6,72,Chennai,Awful Items
1312,1/15/2019,739,175,45,Bangalore,Pathetic Items Received
1313,11/22/2018,871,964,29,New Delhi,Wonderful Product
1314,2/27/2019,609,782,66,Trivandrum,Appreciated
1315,11/6/2018,189,299,71,Kolkata,Wonderful Product
1316,3/28/2019,938,201,96,Trivandrum,Dont ever dream of buying this item
1317,2/12/2019,753,690,92,Mumbai,Strongly Recommend to Everyone to Buy this Product
1318,6/23/2019,711,599,29,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1319,3/3/2019,506,610,88,Mumbai,Appreciated
1320,8/7/2019,249,532,96,Trivandrum,Appreciated
1321,5/2/2019,335,285,89,New Delhi,Wonderful Product
1322,7/1/2019,96,989,64,Mysore,Wonderful Product
1323,3/13/2019,188,782,26,Bangalore,Pathetic Items Received
1324,7/25/2019,165,505,20,New Delhi,Dont ever dream of buying this item
1325,7/10/2019,533,197,54,Chennai,Pathetic Items Received
1326,7/21/2019,934,466,39,New Delhi,Dont ever dream of buying this item
1327,3/27/2019,120,392,45,Chennai,Wonderful Product
1328,6/27/2019,919,676,97,Chennai,Wonderful Product
1329,12/24/2018,684,612,46,New Delhi,Awful Items
1330,4/30/2019,160,78,37,Chennai,Dont ever dream of buying this item
1331,1/15/2019,922,855,78,Bangalore,Appreciated
1332,2/24/2019,772,913,43,Mysore,Pathetic Items Received
1333,3/19/2019,278,537,48,Bangalore,Pathetic Items Received
1334,11/5/2018,107,259,12,Mysore,Appreciated
1335,5/14/2019,30,898,44,Trivandrum,Pathetic Items Received
1336,6/28/2019,562,468,66,Mysore,Dont ever dream of buying this item
1337,8/29/2019,422,580,25,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1338,11/30/2018,462,976,90,Hyderabad,Wonderful Product
1339,4/18/2019,623,234,77,Mysore,Wonderful Product
1340,11/6/2018,774,93,11,Bangalore,Dont ever dream of buying this item
1341,10/3/2018,479,279,45,Mysore,Appreciated
1342,8/11/2019,182,264,78,Kolkata,Strongly Recommend to Everyone to Buy this Product
1343,10/19/2018,249,584,11,Mysore,Wonderful Product
1344,12/27/2018,3,753,38,Chennai,Awful Items
1345,5/7/2019,660,981,77,Mumbai,Wonderful Product
1346,4/3/2019,633,937,33,Hyderabad,Appreciated
1347,3/3/2019,615,365,56,Bangalore,Strongly Recommend to Everyone to Buy this Product
1348,7/20/2019,783,305,10,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1349,6/19/2019,920,225,55,Mumbai,Pathetic Items Received
1350,5/29/2019,573,687,48,Hyderabad,Pathetic Items Received
1351,11/17/2018,162,600,20,Bangalore,Awful Items
1352,2/11/2019,614,788,88,Bangalore,Appreciated
1353,8/30/2019,989,115,12,Mysore,Wonderful Product
1354,9/13/2018,127,429,87,Bangalore,Awful Items
1355,12/29/2018,4,512,71,Mumbai,Dont ever dream of buying this item
1356,1/13/2019,290,613,62,Mumbai,Pathetic Items Received
1357,12/19/2018,865,688,76,Mumbai,Dont ever dream of buying this item
1358,5/21/2019,237,949,15,Kolkata,Appreciated
1359,12/2/2018,490,672,11,Mysore,Pathetic Items Received
1360,8/4/2019,613,983,65,Kolkata,Wonderful Product
1361,7/22/2019,739,675,48,New Delhi,Awful Items
1362,12/3/2018,478,866,59,Mysore,Pathetic Items Received
1363,5/1/2019,1000,859,61,Bangalore,Wonderful Product
1364,5/19/2019,321,511,96,Kolkata,Appreciated
1365,12/20/2018,972,566,91,Trivandrum,Appreciated
1366,11/18/2018,16,242,60,Trivandrum,Dont ever dream of buying this item
1367,12/28/2018,135,928,97,Mysore,Wonderful Product
1368,7/3/2019,684,454,73,Mysore,Awful Items
1369,4/11/2019,64,126,21,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1370,2/27/2019,332,265,97,Trivandrum,Appreciated
1371,2/12/2019,178,362,47,New Delhi,Pathetic Items Received
1372,2/26/2019,245,258,57,Mumbai,Awful Items
1373,9/27/2018,378,617,31,Chennai,Strongly Recommend to Everyone to Buy this Product
1374,3/29/2019,802,821,17,Trivandrum,Appreciated
1375,5/2/2019,233,461,60,Trivandrum,Pathetic Items Received
1376,4/20/2019,318,782,24,Kolkata,Dont ever dream of buying this item
1377,5/21/2019,951,748,71,Bangalore,Awful Items
1378,8/13/2019,177,669,93,Bangalore,Wonderful Product
1379,9/3/2019,362,993,44,Kolkata,Strongly Recommend to Everyone to Buy this Product
1380,3/22/2019,830,599,57,Chennai,Strongly Recommend to Everyone to Buy this Product
1381,6/1/2019,910,989,87,Hyderabad,Awful Items
1382,6/1/2019,780,380,10,New Delhi,Strongly Recommend to Everyone to Buy this Product
1383,6/4/2019,113,507,23,Bangalore,Pathetic Items Received
1384,5/24/2019,679,2,89,Bangalore,Dont ever dream of buying this item
1385,6/29/2019,701,422,52,Mumbai,Strongly Recommend to Everyone to Buy this Product
1386,4/19/2019,539,277,65,Mumbai,Awful Items
1387,12/25/2018,694,288,61,Hyderabad,Appreciated
1388,5/19/2019,652,979,87,Hyderabad,Dont ever dream of buying this item
1389,9/9/2018,423,371,71,New Delhi,Wonderful Product
1390,4/4/2019,583,658,22,Trivandrum,Wonderful Product
1391,1/5/2019,238,392,13,Bangalore,Awful Items
1392,11/21/2018,157,664,29,Chennai,Wonderful Product
1393,7/10/2019,415,139,36,New Delhi,Awful Items
1394,1/2/2019,414,19,74,Hyderabad,Pathetic Items Received
1395,5/27/2019,311,511,47,Bangalore,Strongly Recommend to Everyone to Buy this Product
1396,10/30/2018,489,140,75,New Delhi,Wonderful Product
1397,6/23/2019,751,761,30,Hyderabad,Awful Items
1398,12/13/2018,266,630,46,Mumbai,Pathetic Items Received
1399,2/23/2019,113,93,18,Kolkata,Dont ever dream of buying this item
1400,11/1/2018,690,579,82,Mysore,Wonderful Product
1401,6/18/2019,222,8,55,Chennai,Appreciated
1402,6/23/2019,858,490,64,Bangalore,Strongly Recommend to Everyone to Buy this Product
1403,5/23/2019,223,895,67,Mysore,Appreciated
1404,12/13/2018,631,98,42,Trivandrum,Wonderful Product
1405,9/14/2018,14,776,13,Kolkata,Strongly Recommend to Everyone to Buy this Product
1406,6/17/2019,970,931,38,Trivandrum,Wonderful Product
1407,9/29/2018,86,272,46,Kolkata,Dont ever dream of buying this item
1408,10/12/2018,660,78,67,Trivandrum,Pathetic Items Received
1409,3/30/2019,875,947,11,Bangalore,Dont ever dream of buying this item
1410,11/18/2018,816,372,89,New Delhi,Wonderful Product
1411,2/27/2019,687,850,12,New Delhi,Wonderful Product
1412,1/10/2019,242,676,86,Bangalore,Appreciated
1413,12/2/2018,489,254,57,Hyderabad,Wonderful Product
1414,4/16/2019,545,909,34,New Delhi,Strongly Recommend to Everyone to Buy this Product
1415,5/4/2019,949,506,91,Kolkata,Appreciated
1416,12/13/2018,761,406,79,New Delhi,Wonderful Product
1417,4/25/2019,668,334,72,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1418,2/11/2019,713,459,99,Hyderabad,Awful Items
1419,9/23/2018,585,851,100,Hyderabad,Appreciated
1420,10/15/2018,190,427,95,Kolkata,Dont ever dream of buying this item
1421,11/1/2018,715,689,68,Mysore,Strongly Recommend to Everyone to Buy this Product
1422,8/28/2019,309,53,10,Hyderabad,Dont ever dream of buying this item
